index,error,time
0,0.9198728853938577,5.9963244310056325
1,0.952327051042981,3.2010504259960726
2,0.9168253502027389,3.3413240629888605
3,0.9123701457472302,3.6289783579995856
4,0.8602460554493818,3.426318440993782
5,0.8300141223035297,3.0806614400062244
6,0.8420058213560658,3.736485533998348
7,0.8210078924016591,3.5164884850091767
8,0.7632691995255674,3.2303593189863022
9,0.7504068725347126,3.4834885059972294
10,0.7323106126572806,3.3376166650268715
11,0.6977880866363907,3.4714323160005733
12,0.6877517656432235,3.6577259989862796
13,0.6763849463321685,3.608526742988033
14,0.6701230844310815,3.280069316009758
15,0.6824579825993302,3.140952952991938
16,0.6629851533965986,3.1402804540120997
17,0.663450670637978,3.3900642480002716
18,0.6629851533965986,4.984122916997876
19,0.6629851533965986,3.4624851809930988
20,0.6730713602931504,3.260324517992558
21,0.6629851533965986,3.5999858940194827
22,0.6629851533965986,3.1325715359998867
23,0.6629851533965986,3.085560790001182
24,0.6629851533965986,3.0410002959833946
25,0.6629851533965986,3.0264695190126076
26,0.6629851533965986,3.1643855450092815
27,0.6629851533965986,2.9467342529969756
28,0.6629851533965986,3.297344318998512
29,0.7505900520307011,2.934422560996609
30,0.7113654787369055,2.748516147985356
31,0.7015092301835986,2.7373574830126017
32,0.9551612021507727,2.6866969789844006
33,0.7175061626574685,2.7621527990268078
34,0.6858778429753526,2.8310526379791554
