index,error
0,1.1545799674960708
1,1.0921086618816942
2,1.159404905950176
3,0.8797435471285203
4,1.6089943750452336
5,0.9373269253202703
6,0.9406438271835181
7,1.5198826422387115
8,1.4491224378433285
9,0.9808602099033669
10,1.2899022116129255
11,1.16211250066228
12,1.5292522589371804
13,1.4544966034466813
14,1.454186258619095
15,1.4534103965501295
16,1.4464276379294396
17,1.4464276379294396
18,1.446893155170819
19,1.4454966034466812
20,1.4454966034466812
21,1.3011862586190952
22,1.3011862586190952
23,0.8797435471285203
24,0.8858775069610412
25,0.8797733796901346
26,0.8797435471285203
27,0.8797435471285203
28,0.8797435471285203
29,0.8797435471285203
30,0.8797435471285203
31,0.8797435471285203
32,0.8797435471285203
33,0.8797435471285203
34,0.8797435471285203
35,0.7093817051207365
36,0.7154922314365262
37,0.7094117883761458
38,0.7093817051207365
39,0.7093817051207365
40,0.7093817051207365
41,0.7093817051207365
42,0.7093817051207365
43,0.7093817051207365
44,0.7093817051207365
45,0.7093817051207365
46,0.7093817051207365
47,1.1762980421187692
48,1.0916749390935785
49,1.2149470120466288
50,0.9435099476019031
51,1.2422979984775744
52,1.1078676874190794
53,1.1145118849712858
54,0.9250885500750371
55,1.3938777399588569
56,1.4153346159659745
57,0.8464284034393225
58,1.0860710916540475
59,1.1550673666124631
60,1.154757021784877
61,1.154757021784877
62,1.1752397804055665
63,1.1752397804055665
64,1.1763259873021181
65,1.1708949528193597
66,1.1708949528193597
67,1.133808745922808
68,1.133808745922808
69,1.3008389305950043
70,1.2300635997445983
71,0.9738133782288765
72,1.2291637470074108
73,1.170955097109654
74,1.4041767485481587
75,0.9038887155966387
76,1.1155757859681572
77,1.4740771626210567
78,0.9761780793111269
79,1.5646093050534597
80,1.3828490078929554
81,1.3408243759363567
82,1.3406692035225636
83,1.3386519621432535
84,1.3650312724880809
85,1.3650312724880809
86,1.364876100074288
87,1.3704623069708397
88,1.3704623069708397
89,1.0365312724880809
90,1.0365312724880809
91,1.7180064394812007
92,1.7233408880294456
93,1.2140112542413943
94,1.4984033833666432
95,0.9079355921589679
96,1.0632797757444363
97,1.6786524939212104
98,1.2459958988092104
99,1.381776959849587
100,1.0098006222672697
101,1.0822312252566417
102,1.2685751408117703
103,1.28275954718886
104,1.282294029947481
105,1.2821388575336878
106,1.3013802368440324
107,1.3013802368440324
108,1.3016905816716187
109,1.3032423058095495
110,1.3032423058095495
111,1.348707823050929
112,1.348707823050929
113,0.8746572756009698
114,1.72050974317499
115,1.1259210107152127
116,1.2043951409247873
117,0.9568207938245867
118,1.2989950454122712
119,1.2102036864700012
120,0.9638451783539168
121,0.7719877805658831
122,1.1831086424815889
123,1.6824197395491207
124,1.3149090147966807
125,1.3360553195630889
126,1.336365664390675
127,1.336365664390675
128,1.3084346299079164
129,1.3084346299079164
130,1.3084346299079164
131,1.3106070437010195
132,1.3106070437010195
133,1.1811932505975713
134,1.1811932505975713
135,1.284935476185789
136,1.3074675691480258
137,0.8280514712140532
138,1.3741253715553894
139,0.7841784311921719
140,1.086406303887706
141,0.914195575175123
142,1.6637442390088162
143,0.9271839758321083
144,0.8405142788597572
145,1.2916322460360503
146,1.6226521359427553
147,1.609779352456153
148,1.6085379731458083
149,1.6085379731458083
150,1.626382800732015
151,1.626382800732015
152,1.627779352456153
153,1.6310379731458082
154,1.6310379731458082
155,1.6974517662492563
156,1.6974517662492563
157,0.9648803251956233
158,0.952388046851149
159,0.8700845206272606
160,1.1356978305131868
161,0.9517192744598082
162,0.8954709250275276
163,1.228702570280902
164,1.2864957222352424
165,1.1973174921556842
166,0.9140983768429858
167,0.9261596984186404
168,1.0712713521506068
169,0.9966779685294935
170,0.9969883133570796
171,0.9965227961157005
172,1.0069193478398382
173,1.0069193478398382
174,1.0070745202536313
175,1.015453830598459
176,1.015453830598459
177,1.241850382322597
178,1.241850382322597
179,1.0524887251332404
180,1.1268936519904136
181,0.8614358413356334
182,1.554387374339792
183,1.2890279728242744
184,1.0740815858744341
185,1.3409676043036218
186,0.8817406327169246
187,1.061529019856464
188,0.8496156335728549
189,1.378739755090953
190,1.113869865184248
191,1.1272534238798528
192,1.1292706652591629
193,1.1258568721557147
194,1.1100292859488181
195,1.1100292859488181
196,1.1117361825005423
197,1.1078568721557145
198,1.1078568721557145
199,1.202977561810887
200,1.202977561810887
201,1.2501579581835287
202,1.0932573859160215
203,1.1558981902237493
204,1.2867860653112027
205,0.8983458788917934
206,1.1776127824648543
207,1.0246103366695736
208,1.4003576553365524
209,1.3317269002674978
210,1.0547977712484453
211,1.1300851104749545
212,1.102405052638804
213,1.1252948819251107
214,1.12576039916649
215,1.12126039916649
216,1.1252948819251107
217,1.1252948819251107
218,1.1266914336492488
219,1.131346606063042
220,1.131346606063042
221,1.0601224681320074
222,1.0601224681320074
223,1.1547983226847087
224,0.7992983272772736
225,0.9735723895026493
226,1.3249401262508511
227,0.8392062896352407
228,1.0001003405647908
229,0.9278932703204849
230,1.1327073981956954
231,0.8654001144480872
232,1.0916621613534607
233,1.5898377783831181
234,1.6581082388830053
235,1.6027540466389556
236,1.6027540466389556
237,1.594374736294128
238,1.6178057707768865
239,1.6178057707768865
240,1.618116115604473
241,1.6237023225010243
242,1.6237023225010243
243,1.4708574949148174
244,1.4708574949148174
245,0.9112621809244108
246,1.0829697465053048
247,1.265922604123154
248,1.128986304634601
249,0.7720428924168781
250,1.0060049497383283
251,1.2569994694074926
252,1.2070937886103421
253,1.0737523809465748
254,0.7808795102301337
255,1.0883992442849197
256,1.0538793497881522
257,1.0360641832956008
258,1.036219355709394
259,1.0363745281231873
260,1.0321848729507734
261,1.0321848729507734
262,1.0321848729507734
263,1.028771079847325
264,1.028771079847325
265,0.9708917695024977
266,0.9708917695024977
267,1.2916133791019824
268,0.8037491277462011
269,1.344965122244869
270,1.3034362353141267
271,0.9006587380009294
272,1.3249002208892147
273,1.5396621997810431
274,1.1649549659990743
275,1.1203190437082269
