"","x"
"1",1.59312487433404
"2",0.454035115088409
"3",1.13400363235093
"4",11.8800746499891
"5",4.20283246035522
"6",11.6507383797422
"7",3.80051347741209
"8",7.33079073484566
"9",6.72556258864518
"10",0.237403860034032
"11",1.61357443861466
"12",3.10534398098226
"13",17.7987251393124
"14",2.5543565986909
"15",2.02576029074527
"16",1.0316075314977
"17",1.57130942975157
"18",2.28102824743583
"19",6.17109387286472
"20",1.78877592037334
"21",0.805122294983974
"22",2.75543651825318
"23",0.800572005543739
"24",0.352589152692573
"25",4.50036541104265
"26",3.50992044240009
"27",5.01237384750434
"28",0.988337656371975
"29",6.58731390864361
"30",6.9183460617264
"31",19.1748234676649
"32",0.427628042503688
"33",0.649433576643829
"34",2.53922290588322
"35",0.401540384498745
"36",1.69705444893364
"37",0.0687610290264402
"38",0.920712485303056
"39",0.453819304062963
"40",0.797564931761607
"41",0.821641655350268
"42",1.57940073802724
"43",0.451265574912573
"44",3.3401944679
"45",0.799525691433165
"46",0.760930795458816
"47",1.58893675107537
"48",0.253334799417415
"49",2.39254257442275
"50",0.252557811273386
"51",0.421789640676596
"52",1.72808189103175
"53",0.250979890887876
"54",0.171907266516572
"55",0.232817247560639
"56",0.594721434104977
"57",0.983067156744912
"58",1.49733500079988
"59",1.35513044239646
"60",0.447628932840305
"61",0.243128307844361
"62",2.19875809235655
"63",0.292336669582705
"64",1.41479456113605
"65",0.39297842210928
"66",2.21223040064761
"67",0.639804891646423
"68",0.54581737533407
"69",1.88179379642654
"70",0.852141237618104
"71",0.312043358416437
"72",0.401260768100145
"73",0.402345973209126
"74",1.9752798012537
"75",0.327668291308896
"76",1.05526548718249
"77",0.398359123548403
"78",1.17145493193314
"79",0.260064216686893
"80",0.104566947859103
"81",0.805313277569596
"82",1.06233052250859
"83",1.06834198400519
"84",0.193383324305441
"85",0.177718547732739
"86",0.886451535614897
"87",0.492053872602127
"88",0.97726171408298
"89",1.74629491761115
"90",0.339158940106863
"91",0.647898015226062
"92",1.46545285697147
"93",1.45351984336481
"94",0.586333937587714
"95",1.41216401950225
"96",0.523805559487744
"97",0.351788315597038
"98",0.237999018396187
"99",0.534725133948985
"100",1.92990969299621
