"","x"
"1",2.54753321684701
"2",3.00684977393608
"3",7.04466844431374
"4",1.01356613825552
"5",1.26398250575611
"6",21.0197194489232
"7",1.62953058308863
"8",2.17351780969444
"9",25.4126316905238
"10",4.76907522580242
"11",0.2870440330747
"12",1.93077177490331
"13",2.03089514061535
"14",2.90771564617901
"15",1.11342096325786
"16",0.695768126562245
"17",1.70662328602925
"18",3.00567457566021
"19",2.18650789649423
"20",2.49989245301713
"21",0.709276690928037
"22",3.03479889230048
"23",4.30798136858934
"24",1.72893785269998
"25",1.36094715820856
"26",3.64953346573945
"27",8.2755169215823
"28",4.9925255137644
"29",3.80508377751726
"30",3.28286796247364
"31",0.893186211228059
"32",8.95053952379077
"33",2.29509064075565
"34",3.43977330499011
"35",1.64286598732744
"36",0.790515683232192
"37",1.39677314701894
"38",2.53568910000501
"39",0.556481415843663
"40",1.13320581561023
"41",3.00558842393608
"42",1.72832119626537
"43",0.391900066111933
"44",2.20913140044164
"45",0.781755071486184
"46",0.683813971904096
"47",6.69519608193543
"48",1.40786295707177
"49",4.35628440104738
"50",0.789687060019811
"51",0.678232525321746
"52",3.13318239593956
"53",2.02141958074644
"54",0.228307527148873
"55",2.33564849081191
"56",5.03820511320423
"57",0.780524086377858
"58",2.05555054046202
"59",1.43259324932322
"60",2.88140795623383
"61",0.990197438900245
"62",0.700613169195181
"63",0.830307602966005
"64",1.46054336061112
"65",0.555033060724329
"66",1.90771078572395
"67",1.33334588386008
"68",0.739333944482928
"69",1.26772109973329
"70",0.176669752731797
"71",0.196960745054943
"72",0.902586967574655
"73",0.99843809602409
"74",3.01055758772918
"75",0.446681844705573
"76",0.345053365126393
"77",0.292195331508954
"78",4.23905391150194
"79",0.721778036996463
"80",1.6405175299639
"81",3.00422687910849
"82",3.01452312738435
"83",3.00343349807401
"84",0.40957905601335
"85",0.981854327010026
"86",0.670215955634943
"87",0.738716997710243
"88",4.3211199005079
"89",0.513634605347249
"90",0.531632039708962
"91",0.418155468495485
"92",3.00418484290159
"93",0.115612022014586
"94",0.356149074434116
"95",0.402558874121107
"96",0.366238213567295
"97",0.357314753522757
"98",3.02668527738435
"99",3.01578948161086
"100",3.02116388600504
