"","x"
"1",14.9209159366547
"2",21.4639303768605
"3",12.0037932530656
"4",13.4207326369363
"5",9.63158449839119
"6",3.46114767138285
"7",5.16457687062885
"8",0.566054163213631
"9",1.13774795649343
"10",16.6872534556843
"11",0.539111277249521
"12",3.7428151923957
"13",12.8205567258879
"14",1.09296189050662
"15",11.6984906592698
"16",0.532334120063632
"17",6.18223906554408
"18",6.32185480893661
"19",0.806837911820394
"20",1.45955406438325
"21",20.4458321622385
"22",11.9308555425736
"23",1.33302623249772
"24",2.44039199581869
"25",8.40682022722705
"26",11.5080560882777
"27",1.91112350067622
"28",0.631852275183431
"29",1.5831621441553
"30",8.76628707222933
"31",5.46716845432053
"32",0.776616824910529
"33",4.26322263305601
"34",7.701354014082
"35",1.11087938951148
"36",13.0474732310972
"37",0.520037954664963
"38",0.358842454370221
"39",4.01294006531818
"40",0.578907978004061
"41",0.365334500714837
"42",2.65864404866773
"43",0.0588083591494793
"44",1.62273288362042
"45",3.19638014901737
"46",2.49137477436762
"47",1.0781153071632
"48",1.38664445129041
"49",0.718898873004106
"50",0.498772310328911
"51",1.31583415549108
"52",1.55155470680288
"53",1.77970887411401
"54",3.77319370947472
"55",6.18644486513048
"56",3.74110309619995
"57",0.860304855440231
"58",2.30331932969164
"59",2.5688306822242
"60",1.56588558255926
"61",0.365897861103236
"62",1.61254799154132
"63",0.183506442695836
"64",0.46404935675725
"65",0.510427563088313
"66",0.488465570471772
"67",0.605788831061253
"68",2.58214520465826
"69",1.46803177625722
"70",0.460298867949148
"71",0.198584353627147
"72",0.345888443684766
"73",1.40279224407491
"74",0.921257081214407
"75",0.326532873548497
"76",0.894535726585264
"77",0.759021179601644
"78",0.472144759896114
"79",1.63560379008158
"80",1.67497520165559
"81",0.235819989462592
"82",0.275908297545999
"83",0.285561075335968
"84",0.437418057433377
"85",0.396553100019676
"86",1.51071718515618
"87",0.465277595777261
"88",1.99341584530905
"89",3.21395743143845
"90",0.891356493860367
"91",0.462496088122171
"92",0.390448476100016
"93",1.02758991723562
"94",0.561725697905107
"95",1.51002531491809
"96",1.75503717665969
"97",1.89330993450086
"98",0.316376435496592
"99",1.14983772677237
"100",0.827514481202786
