"Param1","Param2","Param3","Param4","Param5","Param6","Param7","Param8","Param9","Param10","Param11","observed.y"
2.50633912299815e-06,5.83489270792212e-05,0.0606640714256702,0.522419263281548,0.025837317292008,2.06307467155079e-06,0.138348858658928,0.0216347063300921,9.77875499601511e-07,0.00614897485730262,1.68911398231695e-06,2.70768467284387
2.54562745860678e-06,5.37152251887439e-05,0.0603541788865729,0.414595347061121,0.0373195359797496,2.81557892366652e-06,0.0384342407706631,0.0468341290815922,1.07486736296648e-06,0.0112562667739387,2.07688867159035e-06,2.67788611232152
1.99829744266699e-06,4.04116599888075e-05,0.0612111911036813,0.682284147180166,0.0416292871426374,2.82632976092785e-06,0.0477632143539973,0.046161587175267,1.06070342876511e-06,0.0347963504591156,2.03229848292152e-06,2.17160068634048
1.99610017475506e-07,7.86028955996699e-06,0.0467446920476409,0.178891750393725,0.0132537578539503,2.76791141107824e-07,0.0919533572001769,0.0466376614343478,4.67966480612935e-06,0.0579770472866542,2.75126816080556e-06,3.0023253342809
1.99610017475506e-07,4.19289451332916e-05,0.0535126995026895,0.661221798111305,0.00416248540075954,2.76791141107824e-07,0.0762195594961237,0.0182686972037881,2.93124004010804e-06,0.0235639551159709,2.75126816080556e-06,0.971545931652196
2.68976185809188e-06,2.90988392400001e-05,0.0600346837401714,0.576223558994602,0.0170575298171197,3.08295578324954e-06,0.128879637091435,0.0440350410201692,2.94888295000053e-06,0.0246642717383549,1.37985844155894e-06,2.89791446324382
1.99610017475506e-07,4.45117482003869e-05,0.0446612235604509,0.662825360262457,0.0342762747195748,2.76791141107824e-07,0.101243145399961,0.0185728669930622,4.67966480612935e-06,0.0229971654621959,2.75126816080556e-06,1.1539333720061
8.5163005115756e-07,5.02430680838442e-05,0.04943238142735,0.150135732902277,0.0555367489714632,3.26360479335857e-06,0.0791912664589254,0.0419652387155014,1.25790203101155e-06,0.0440116741438573,1.54727092171596e-06,1.44061805358799
1.99610017475506e-07,3.00315513518525e-05,0.0163366010379776,0.362620174018607,0.00684252642020091,2.76791141107824e-07,0.148745131916758,0.0219037036597341,4.67966480612935e-06,0.0289527704038631,2.75126816080556e-06,0.73344489785453
1.99610017475506e-07,2.58493901761209e-05,0.0235812513089443,0.240745949836651,0.00711684349747582,2.76791141107824e-07,0.0926822769402516,0.0189791653506719,4.67966480612935e-06,0.029275299494652,2.75126816080556e-06,0.895219890213021
1.99610017475506e-07,7.86028955996699e-06,0.00588871880452283,0.515801472458017,0.007961189440272,2.76791141107824e-07,0.0382817301197355,0.0232017358253636,4.67966480612935e-06,0.0193379309633888,2.75126816080556e-06,3.03528705841883
2.41820190008834e-06,0.000105381127531626,0.0267445051557373,0.149720619330762,0.0197430403826036,2.03504612650174e-06,0.141367433700203,0.0362529017429137,3.80716231260462e-06,0.0215746223835686,2.32378586446403e-06,20.3443651100975
2.56892688375585e-06,3.38196741034735e-05,0.0451198479942352,0.472762769905714,0.0214048745731568,9.64005802279114e-07,0.0918138297062505,0.0234772635301592,2.66924437374957e-06,0.0239553525545291,1.76807009136856e-06,2.37393339391861
4.64225763369397e-07,3.93337098131804e-05,0.026335000121747,0.477881458496769,0.0412372046344151,2.96722310521176e-06,0.0776607609347976,0.0403571858057137,3.31037914054146e-06,0.0131324574522795,1.1771750487555e-06,0.568215307546148
1.57929328913634e-06,1.4473313044432e-05,0.0190230435651363,0.381366966689987,0.0336777833807054,2.6074942110233e-06,0.0113462885075187,0.0524193984459944,2.72858888412417e-06,0.01186651445085,5.31052901705664e-07,1.45095082060829
2.78020889019769e-06,7.86028955996699e-06,0.0277354398575,0.594294658098698,0.0112413048724202,3.85520326568964e-06,0.0781344164192719,0.0579751181432932,4.67966480612935e-06,0.0500832629207684,2.75126816080556e-06,8.59764294921301
2.19809524910082e-06,1.96772365552477e-05,0.0452002790603128,0.160855081704031,0.0183841840973654,3.71904624037705e-06,0.0885027971413877,0.053028184486758,2.71159729299137e-06,0.0173542927210058,2.29134661861574e-06,1.75424329348572
2.72090638169405e-06,6.63831726317227e-05,0.0531208887571315,0.336519159642092,0.0449249298901102,2.97920603350126e-07,0.102887640766546,0.0407094681398307,2.90336302967279e-06,0.0205920249974452,1.38181021351782e-06,6.71930463837376
1.03296443891914e-06,4.67914735560343e-05,0.044262156847028,0.332456511202539,0.0461590882612467,1.83730100214223e-06,0.0473766739847061,0.0296415778651547,2.84584789733332e-06,0.0467639321305427,1.51434792475143e-06,1.17753745521017
7.97094459634309e-07,2.5674419197093e-05,0.0340566751722864,0.529047414046116,0.0434013249248871,2.68149851460671e-06,0.0354375325050354,0.0309477636459779,3.46361197341757e-06,0.028813442773426,2.29573088698892e-06,0.487118665545728
1.54456889970229e-06,5.54246958734282e-05,0.0265264242146281,0.678453244728129,0.0411226077568116,1.01613425328579e-06,0.0467900832319751,0.0304030943104616,2.76659546915173e-06,0.0483697236680293,8.66079013166489e-07,3.14834543976456
1.46830771687441e-06,3.90293558833484e-05,0.039435609727778,0.351422853366121,0.0357061805489461,2.93263689926784e-06,0.0877365727549496,0.0516444444730096,1.82046571318645e-06,0.0183573154390394,9.58604312657143e-07,0.452983532045337
6.47326818703736e-07,3.70529750430048e-05,0.0346496341409137,0.351016895414163,0.0169876595266283,1.23885975047017e-06,0.0575716499380253,0.024926352194219,3.35514888562146e-06,0.0206593719621758,8.86714461601408e-07,0.345851926526635
2.00355170780256e-06,4.08247545870577e-05,0.017005946705998,0.334568241755224,0.0226298589438914,2.16988575664972e-06,0.110288541993543,0.0539817248276533,2.16435425463835e-06,0.0452136623401961,8.29635775744015e-07,2.63707521743365
2.03997373257362e-06,2.68986428496008e-05,0.0314516060343266,0.128316752870194,0.0349653611505863,1.15792596041217e-06,0.0605576011032619,0.0239180789529758,3.08302062017064e-06,0.0297296806120961,9.55105800002017e-07,1.86824031883484
1.97083043519444e-06,2.66373513503222e-05,0.0404511376863139,0.296198843847635,0.0187228454998988,2.47746107107125e-06,0.0761326654548041,0.0197982823387049,4.67221681781666e-06,0.0564771469744125,1.64119725895608e-06,2.83263190124819
7.95378430985165e-07,3.70016729874834e-05,0.0192928217483104,0.331814865044677,0.0198138105667859,1.28019711710298e-06,0.0908452215395388,0.0252273418190541,4.06882379609439e-06,0.0433250102259542,1.05980894298158e-06,0.39335616185254
1.77145376842518e-06,9.41510694329063e-05,0.0654016402215936,0.55101769906924,0.010696299879945,7.86888573823007e-07,0.0344862439888308,0.0319244868436485,3.396882478708e-06,0.0176342262511584,2.00541699382796e-06,13.7197741521048
1.52134497645804e-06,4.37238994953736e-05,0.0151836821745749,0.409178062924302,0.0415487297111977,1.28600907184419e-06,0.0440352874120296,0.038409207887306,3.68877879255981e-06,0.0339446545240641,1.19579037531695e-06,1.30068087892759
6.38354495352961e-07,2.36692778975549e-05,0.0368546483999158,0.726836127261417,0.0212787643547273,1.67000216696178e-06,0.0535981567988924,0.0384407417277595,1.37010319431472e-06,0.0182406809730266,1.88692765663458e-06,0.630263399056038
1.92934808237073e-06,5.22445027081233e-05,0.0172521699821631,0.111579769382869,0.034760660016652,2.85550917944394e-06,0.0419184434916872,0.0408913846394085,2.2970972500804e-06,0.0478499166799901,1.88336260121392e-06,3.55168001826851
1.93173635089419e-06,2.95981296358876e-05,0.035722108599151,0.155536765427769,0.0169609339032691,2.18147401692846e-06,0.0439491847136122,0.0320268037418525,2.72901486756213e-06,0.0307016770175319,1.59490157085105e-06,1.34664620471637
