"Param1","Param2","Param3","Param4","Param5","Param6","Param7","Param8","Param9","Param10","Param11","observed.y"
7.51973234365241e-07,1.8036319789095e-05,0.0599885035890297,0.678612249939054,0.0252650834467657,2.85542615715101e-06,0.024944920441645,0.0385130296868905,1.09730723236267e-06,0.013498441814272,2.68529206502103e-06,1.06494423825417
1.32410330212605e-06,2.57067100018456e-05,0.06066084155871,0.678836342585936,0.0250373325931202,2.33631950882203e-06,0.0795911720679329,0.0517848698080613,1.0271025245885e-06,0.0334252574454423,2.75126816080556e-06,0.800528299371884
2.78020889019769e-06,0.000109479710440033,0.0549025110752999,0.412900704643677,0.00853922324815573,2.76791141107824e-07,0.146568717683941,0.0342606748369749,3.35984816473473e-07,0.0579770472866542,2.75126816080556e-06,27.4955809983503
2.0743187687089e-06,4.11572749752847e-05,0.0403391469300067,0.294084958956167,0.0123660501385977,2.1146120744123e-06,0.0950916516918444,0.00912325345425388,3.21421837634057e-06,0.0538250146364749,2.76579151518459e-07,3.06709146557063
2.17038026116616e-06,6.51698059057915e-05,0.0332787377320022,0.648656303897534,0.0397209889005925,3.03063555365909e-06,0.0562494318836132,0.00947673179777505,4.2380540308241e-06,0.0529674074812445,8.26238351762923e-07,7.21399516976733
2.418224161637e-07,7.64865122439118e-05,0.017656405089111,0.628637100182532,0.0149767531893464,1.12184636751902e-06,0.112279120630985,0.0382156286548079,1.32443487617664e-06,0.027065766108036,2.67898534150592e-06,7.34141834906909
1.87178599947716e-06,0.000109479710440033,0.0451085880456506,0.839746952345096,0.00416248540075954,1.93381433238565e-06,0.15052240255858,0.00511589848242533,2.52033820564714e-06,0.014910962802764,3.88409828794231e-07,21.1206850866969
2.48064823719569e-06,5.14006134093222e-05,0.0583607029100601,0.643317076698852,0.0263671909192459,2.9822313526018e-06,0.0888864980983694,0.0348637894074528,3.39128362065684e-06,0.0350187094286831,3.35896625377464e-07,4.6065725212991
1.92500429161486e-06,6.71180719329017e-05,0.0487589176874439,0.542479791997006,0.0390977171797822,2.81274769006002e-06,0.0665904217252213,0.0329367257427417,2.30775427831404e-06,0.0349458738000824,3.25073264878209e-07,5.87196369438766
1.88009415030068e-06,7.13705059354541e-05,0.00910734002252165,0.181677349181449,0.00739900468264758,2.30182870719517e-06,0.0435562149315804,0.0284110193105101,2.07762661769262e-06,0.0115720181472319,2.6942159347857e-06,5.3937174364944
2.0566518957608e-06,3.53873697576984e-05,0.0401779714194049,0.402167490178492,0.0256314946244626,1.19515965707464e-06,0.0612712408124714,0.0381432387441828,4.2621496711249e-06,0.0333292700008256,2.66199776507828e-06,1.94906666474075
1.25117118502569e-06,7.60164166897463e-05,0.0212230729231323,0.415162366098542,0.03165524277569,3.36210482279212e-06,0.115899465086973,0.0378826615952125,4.20305571489991e-06,0.0152219347478461,2.65477766442112e-06,6.6917191886756
2.77175087844118e-06,6.08572116008928e-05,0.00945232082074819,0.552324865529816,0.0268568100133813,2.77560884532851e-06,0.0930789826072156,0.0463471407932428,3.46747397103364e-06,0.0341626087947107,2.44247733278159e-06,7.20187959643274
2.69499844379051e-06,0.000103211065633973,0.0517819398897481,0.574965996972854,0.0207151837922286,1.97432810704023e-06,0.134773484471719,0.012206422104501,3.00843796752329e-06,0.0168289070737101,1.18575860284849e-06,19.2257656302243
4.10271853418828e-07,4.43246594909024e-05,0.0326325634894088,0.740540330137293,0.0428268863282231,2.63181973785314e-06,0.0817180403783644,0.0322649019972199,1.36575277950647e-06,0.0523154849918681,2.70429807028935e-06,0.906751841279292
2.03272543847355e-06,6.14138386659674e-05,0.0649212171265919,0.184404853055166,0.0424194774287283,2.7283152782686e-06,0.0511643157698645,0.0450505250334603,1.9841285479472e-06,0.0306535472188303,3.40462399234237e-07,4.80851434434484
9.61951399270496e-07,3.75272602291644e-05,0.0685597686341286,0.584215965244002,0.0547198332460743,2.85141024419226e-06,0.0402454275329529,0.0295777069384135,3.00551429162717e-06,0.0482735020549081,2.1134969988412e-06,0.548280064921727
1.31098607490413e-06,7.03061589195717e-05,0.0503692586669289,0.787478363461046,0.0303720867424501,3.7090195815629e-06,0.0610464106706133,0.00836792640657006,6.28368934444577e-07,0.0176314574342259,1.20891694311107e-06,5.09532991189847
4.95812928430798e-07,1.11588457067737e-05,0.0235491978705562,0.441254339210587,0.00493659372983094,4.75204776506819e-07,0.0212842641700344,0.0108255076385411,2.51750484716542e-06,0.03899853213542,2.32725451245195e-06,2.16228281830686
5.23245348551125e-07,4.01143814849126e-05,0.0299688952429987,0.504239954299949,0.0316454412504387,1.52410782968666e-06,0.0182410897652951,0.0524240353937954,3.86247244841829e-06,0.00556476970809094,1.34256419386665e-06,0.584792060198584
2.11338962455081e-06,6.71189927258421e-05,0.0495071202312735,0.679506941746295,0.0520025923456845,2.44585383420112e-06,0.0436077055484434,0.0384346326930195,7.51826585322704e-07,0.0157340367865658,1.46439516528477e-06,4.96727391590185
5.57340556779707e-07,6.76902995437539e-05,0.0419745620147067,0.0721313355676311,0.0332238197979272,2.51731572170871e-06,0.0218705120148708,0.0395872978168999,3.56984333952475e-07,0.0163582669467703,2.82867430913956e-07,4.60493848792342
3.48091787026507e-07,3.11522500030655e-05,0.0192625312802523,0.448347023356748,0.0086108821037196,2.94075630852509e-06,0.0241319289707865,0.0390799177487818,3.6870865320967e-06,0.00796680708820376,1.37371875981145e-06,0.594090171201354
2.03066357834975e-06,2.22170489611688e-05,0.00801413595797504,0.206790948962955,0.0246457766387041,2.28976810010098e-06,0.123901184902047,0.0338826605657358,1.74074318509255e-06,0.0107181961272955,1.49252563171301e-06,0.831694891072035
