"","x"
"1",40.2530715929358
"2",93.2692205775527
"3",14.1277905109175
"4",65.2403426727177
"5",26.5442149734689
"6",18.5671739875312
"7",49.4242514062103
"8",37.3060931399816
"9",15.686549085107
"10",22.9008497957352
"11",10.9903996699742
"12",35.9619716643028
"13",26.3975998261052
"14",48.2180923929965
"15",54.2158688265138
"16",70.3151448682211
"17",5.90095446922585
"18",6.19015488109175
"19",77.1643554779554
"20",3.99195281719442
"21",10.4320528436296
"22",30.6936188852212
"23",74.7256198948383
"24",104.551064261826
"25",25.5256746634311
"26",4.73083804362771
"27",28.3598393784885
"28",60.1866011158187
"29",12.0390783129669
"30",72.408651781499
"31",22.9417148875682
"32",23.4615112534932
"33",9.64119497097513
"34",82.2203478500483
"35",5.1702903749789
"36",5.01152082739464
"37",21.9514032015961
"38",95.6879914623791
"39",57.6599182794055
"40",20.3422510862835
"41",57.3826140466214
"42",21.9055975597243
"43",35.0831879255807
"44",23.5736308391943
"45",76.9618390693942
"46",53.248763775898
"47",5.96250741493917
"48",84.9235659312623
"49",41.653877700141
"50",90.0266410170119
"51",8.46919073279679
"52",72.4439209875013
"53",50.4694482615629
"54",86.4359223424719
"55",109.969356747905
"56",32.0613304670244
"57",101.897988814878
"58",30.5040524934497
"59",29.3441428145288
"60",8.93361761305802
"61",53.2850613275447
"62",79.4363618825817
"63",43.4657080091666
"64",3.36994525465804
"65",9.97382071376247
"66",101.575780586966
"67",18.4643559288801
"68",77.1547548596173
"69",34.291757187103
"70",7.44974758405017
"71",24.0021416032996
"72",18.4375983171844
"73",43.8538551325938
"74",58.2038822094528
"75",53.3890827269567
"76",38.3946097196168
"77",25.8430138375973
"78",48.0815205070985
"79",2.39100958320271
"80",17.8043733512571
"81",30.3751859014319
"82",21.630050824282
"83",22.0530045127318
"84",21.5082776476258
"85",67.2139327820975
"86",32.3406688826962
"87",61.082047826868
"88",56.6688534292599
"89",40.1295546314731
"90",18.0680061878872
"91",30.2948473420047
"92",14.6650720308965
"93",91.8520474245244
"94",56.4181798236097
"95",17.8929281900696
"96",39.5264015833429
"97",107.066559994846
"98",10.3766269286085
"99",54.8884207985903
"100",61.62582181038
