"","x"
"1",2.05013760719475
"2",3.98672805551361
"3",5.14566298864518
"4",1.77560217113595
"5",1.63787184067936
"6",0.403686875903491
"7",1.62558434949873
"8",1.47465080073772
"9",0.68538180832979
"10",1.29989243865526
"11",3.39936160800963
"12",0.832081032605986
"13",1.79027974279495
"14",0.258532154350329
"15",1.0459076208308
"16",0.281684991245396
"17",3.87002307622415
"18",1.22916170088419
"19",7.40555315362513
"20",0.865252601076392
"21",2.50035455326176
"22",0.250349191409935
"23",4.15760376089773
"24",0.876164675154223
"25",0.162793646151897
"26",1.75396813055372
"27",21.4750451906536
"28",0.868476809796553
"29",1.97022361739095
"30",1.24840850632066
"31",2.15650861387194
"32",5.88402529047314
"33",3.43671280574901
"34",1.72808259553704
"35",0.503812044328516
"36",5.92041926662161
"37",16.3828675421029
"38",2.98638454867873
"39",0.225910676936046
"40",1.47160220813404
"41",1.0529942854837
"42",5.06804283026345
"43",1.6162244134231
"44",0.0971171578753223
"45",1.04767247766142
"46",3.78627664736904
"47",3.71380543659532
"48",0.268928559490637
"49",0.730979022606273
"50",1.70255743237999
"51",2.23428036001823
"52",8.58214240761069
"53",0.19706057356184
"54",0.416316685886293
"55",4.94814183646811
"56",0.968074247739571
"57",0.667306342090894
"58",1.96217181190525
"59",1.02935454397414
"60",0.906343046452243
"61",1.34083961470311
"62",9.47265916751
"63",4.48814901670363
"64",2.48680978542871
"65",0.575313352796318
"66",0.753179175794771
"67",0.661583339748938
"68",0.289594863242948
"69",0.704424465266481
"70",0.325411383155834
"71",0.575413867411584
"72",0.567907130615095
"73",2.22109995169642
"74",0.570789548546261
"75",2.30491429777682
"76",1.35569223395136
"77",0.911513085154433
"78",1.10521750549651
"79",0.354683433230833
"80",0.630042497009733
"81",0.361596589558301
"82",0.282736819973586
"83",0.448924906199545
"84",2.09479960332423
"85",0.529312436484895
"86",1.60312098466768
"87",0.836452727350836
"88",1.20752286229196
"89",0.466148636079177
"90",1.59618816721292
"91",0.705865234096561
"92",1.16338373203383
"93",1.47970756579952
"94",1.87084474946345
"95",0.232702840105602
"96",2.22620113554535
"97",1.28359970053044
"98",1.53270631831003
"99",0.687628835680963
"100",0.237916144928291
