index,error,time
0,1.0042270576690777,3.5450594059657305
1,0.998326291060419,1.466050258022733
2,0.9880953476766462,1.6517792390077375
3,1.00370187434287,1.4468149070162326
4,1.0119033382051343,1.4350945289479569
5,0.9925432879327478,1.5889754090458155
6,0.9614844530912167,1.6050575329572894
7,0.9774919835560977,1.6073226450243965
8,0.9906355982748045,1.6261828090064228
9,0.9018736315928106,1.5782097019837238
10,0.8468748987093562,1.7936019549961202
11,0.8152619266744946,1.5507397790206596
12,0.7554517996065455,1.610024070017971
13,0.7134538777052334,1.848030356981326
14,0.6941752424421703,1.7780655699898489
15,0.6794334292586676,1.507410862017423
16,0.6798989465000469,1.6734623169759288
17,0.6774161878793573,1.531304118980188
18,0.6718299809828056,1.9030257890117355
19,0.6674851533965986,1.7297282250365242
20,0.6654679120172883,1.7370186879998073
21,0.6657782568448746,1.5765708409599029
22,0.6673299809828055,1.7878925949917175
23,0.6653127396034952,1.724004830000922
24,0.6651575671897022,1.739705635001883
25,0.6646920499483226,2.336216752009932
26,0.6657782568448746,1.6906850620289333
27,0.6629851533965986,1.694403677014634
28,0.6629851533965986,1.722909202973824
29,0.6629851533965986,1.7079791119904257
30,0.6629851533965986,1.5303700580261648
31,0.7908187385142376,1.4049760790076107
32,0.7111367874519685,1.4101942019769922
33,0.6898771329541076,1.4032676970236935
34,0.7781432241325418,1.3919419139856473
35,0.737278451304093,1.3883816989837214
36,0.9965347935556845,1.5925750479800627
37,0.7943628745304447,1.4574991280096583
38,0.7393571941525576,1.432951116003096
39,0.6921147310014859,1.4423001899849623
40,0.8635124145817198,1.4372490420355462
41,0.9631895321534198,1.4166995419654995
42,0.7765091806952328,1.4388442510389723
43,0.7517814364848185,1.4309912089956924
44,0.6753628856667542,1.4044790819752961
45,0.6946304979607287,1.448389575991314
46,0.6894906256442654,1.6584862580057234
47,0.7942027904282726,1.505640753020998
48,0.7060155677978098,1.4414749930147082
49,0.7150053218029537,1.4652717289864086
50,0.9400656579129018,1.4510285329888575
51,0.7981411030444177,1.4836889760335907
52,0.7139146201377284,1.4632772869663313
53,0.7575240948940531,1.4671009189914912
54,1.28758826861074,1.4715945239877328
55,0.7101205489768252,1.4655428600381128
56,0.9499469905053888,1.7657044630032033
57,0.6791006813252228,1.5102377730072476
58,0.6859619086038397,1.4844947169767693
59,1.0486585269365456,1.503166165028233
60,0.9887703516041444,1.5123237169464119
61,0.7107147686838116,1.5119318280485459
62,0.6812331349011568,1.5229612619732507
63,0.7093141350911878,1.511803116009105
64,0.8399037655061108,1.482938089990057
65,0.6874267082335481,1.7400691700167954
66,0.7454476554645382,1.5947536670137197
67,0.8310173476236591,1.5753518209676258
68,0.7079680403201889,1.5360175280366093
69,0.8530800309959904,1.5685459339874797
70,0.6799377433778927,1.5755479909712449
71,0.6918488676163551,1.5748108600382693
72,1.0305696168058442,1.5442578709917143
73,0.7489580040322846,1.5770480599603616
74,1.106937740779504,1.5722932210192084
75,0.7405710511833788,1.811137628974393
76,0.6884177065891927,1.6251403810456395
77,1.3932316109435858,1.6161221719812602
78,0.8995926982804676,1.6279691359959543
79,1.1524219412610064,1.6312418300076388
80,0.6942756328349688,1.6163250239915214
81,1.3376731644585922,1.600225206988398
82,1.3462898216653971,1.5983354109921493
83,0.7805142719768248,1.6142061470309272
84,0.7097295815511535,1.6061191040207632
85,0.6847609552414984,1.9130951300030574
86,0.952794395026348,1.6965468369890004
87,1.1834734935381037,1.6588403859641403
88,1.0026261865327084,1.6687763670342974
89,0.9122530789916176,1.6485695129958913
90,0.8463655533540253,1.702279720979277
91,0.7743291205243543,1.6738037299946882
92,1.36660376379152,1.7000844100257382
93,1.1949883634760474,1.6953084919950925
94,0.6926897512136163,1.657727406010963
95,1.0350708738141061,1.6941326039959677
96,1.4932818649125523,1.9933417600113899
97,0.92663701635656,1.7320698909461498
98,0.9452039996381911,1.7263691480038688
99,0.9330366051350198,1.7322658800403588
100,0.8907985194661436,1.7413156899856403
101,1.107056122712529,1.7395128100179136
102,1.0561994877181498,1.7365279389778152
103,0.6776892370103864,1.7174238360021263
104,0.6841065061350391,1.7724542830255814
105,1.6818070949653983,1.7531444109627046
106,1.042227211743846,2.023164912010543
107,0.8607239337486733,1.8503110670135356
108,1.2119682242013574,1.7880478659644723
109,1.0349873583429345,1.78602147300262
110,0.9924360358433072,1.783601630013436
111,1.0398965575337733,1.783080875989981
112,1.0321177011326217,1.7912509980378672
113,1.3348077957389546,1.803494620951824
114,1.2941416876150298,1.7747745200176723
115,0.9983571242897479,1.812358659983147
116,0.911676193569424,2.0514678270556033
117,1.3746130237660492,1.9146057379548438
118,0.8089662724646267,1.9659930650377646
119,1.3598847351046746,1.8480137329897843
120,1.1595846361870907,1.8213304929668084
121,1.2141477725096492,1.8352067760424688
122,1.018141424409749,1.8146328299771994
123,1.5197560303662165,1.8399638489936478
124,1.0429099579433632,1.8405377820017748
125,1.2699678773016574,1.8421276499866508
126,1.3761196359254548,1.8602881139959209
127,0.6961488641100544,2.1483201890368946
128,0.7433306499642025,1.9549691709689796
129,1.5813116314456976,1.9030323890037835
130,1.220374051218053,1.8754422570345923
131,1.5474983265183673,1.8814328080043197
132,0.9373177283249362,1.9108379209646955
133,1.7142213984493375,1.9302853920380585
134,1.337404596010521,1.8888803649460897
135,1.5452394422958462,1.9468137080548331
136,1.0088670917906415,1.9026018159929663
137,1.0856653317398006,1.9362751309527084
138,0.9734842102738022,2.2722784080542624
139,0.987584878513355,2.041491708951071
140,1.342998058513506,2.0224643090041354
141,0.9919280728970514,2.018824835016858
142,1.371003063355559,1.9819129619863816
143,1.3397627267732959,2.0151604730053805
144,1.2958741924926511,2.033709240029566
145,1.4767200000959553,2.0153889939538203
146,1.762023889738945,2.0123605520348065
147,0.9144618781788946,2.063098673999775
148,1.3131332228398538,2.0182189019978978
149,1.4748940914254702,2.0198895320063457
150,1.0520830829470287,2.4408618989982642
151,1.475878956229605,2.1070314800017513
