"","x"
"1",1.27018023340401
"2",1.17591251994964
"3",1.44064490204879
"4",2.04104400631451
"5",2.33798409066684
"6",7.25530098980063
"7",8.53131345088547
"8",6.70868526666263
"9",1.94313753747734
"10",2.29178071541402
"11",3.74444640371624
"12",1.71808187163644
"13",4.72605210306059
"14",2.67021833195516
"15",2.34456139158251
"16",4.80029833971972
"17",1.68216034248286
"18",2.2562544759891
"19",3.10760069796439
"20",2.13801087063802
"21",2.11552327273932
"22",2.15016598478713
"23",7.08946123284001
"24",3.39372452112117
"25",1.88330607219615
"26",2.08721811494017
"27",2.20937709321149
"28",2.42585528920474
"29",2.10615972702988
"30",2.07924991809209
"31",7.9489230935067
"32",2.23312172181131
"33",4.13250893685707
"34",2.64133965862916
"35",2.14856143016598
"36",2.69874027738941
"37",3.57660604999277
"38",6.79849451413543
"39",2.00134525316125
"40",5.16893921076466
"41",5.98588681457028
"42",4.56245079059802
"43",1.57813159855051
"44",2.29870617729793
"45",2.30847700479849
"46",6.53043031319093
"47",2.28852945876296
"48",3.84447113083897
"49",2.47794894872848
"50",6.88944541309606
"51",1.68907215578446
"52",2.511875860458
"53",2.22551896434722
"54",1.05050054769322
"55",1.20633219728573
"56",1.87902330651371
"57",2.53214245278485
"58",6.05018750877978
"59",1.85841180020949
"60",2.270881808906
"61",2.09394355757882
"62",2.3298369992677
"63",2.38126162253767
"64",1.94015086722215
"65",1.80088886732684
"66",2.25688055432798
"67",2.21046384350201
"68",4.62259129258071
"69",1.46869943362927
"70",2.841475992357
"71",2.33374382727903
"72",2.07673630479233
"73",2.13649373530881
"74",1.97789361198981
"75",7.75031700457377
"76",2.59403079927934
"77",3.45667580897925
"78",2.43766781090818
"79",1.98254389045188
"80",2.00217364660469
"81",3.52064912594561
"82",1.94354563544464
"83",5.17686127766456
"84",6.99175648926187
"85",7.646271082458
"86",8.11157802904568
"87",6.5650775347264
"88",7.63532297724047
"89",1.74766584881797
"90",2.25556004904197
"91",2.97185873822005
"92",3.0210154801732
"93",2.58766983802304
"94",5.32389253756376
"95",1.93006295814348
"96",1.87282534127184
"97",2.31859991687406
"98",0.795339981236833
"99",1.34017193037065
"100",1.6122658457506
