"Param1","Param2","Param3","Param4","Param5","Param6","Param7","Param8","Param9","Param10","Param11","observed.y"
1.03924491962722e-06,5.19658194862864e-05,0.0574358009818606,0.28948765315412,0.0184921077135956,4.37989601913191e-07,0.0334672667485144,0.0405843895644889,1.52217615020175e-06,0.0410793810503718,2.03508992081209e-06,1.68149526680852
1.99610017475506e-07,5.09053098129791e-05,0.0696075348679789,0.370293981412163,0.00998472876605339,2.76791141107824e-07,0.097557073160864,0.02629207333484,3.35984816473473e-07,0.0407703727427884,1.95650568635773e-06,1.80081668552641
2.75171004194035e-06,6.14328577785675e-05,0.0618551969679663,0.488204489489852,0.0519875983238759,2.5366321582699e-06,0.0602910275332847,0.0463337482094762,2.41361466387984e-06,0.00611211834688621,2.59767679357215e-06,3.78957748905955
6.52930718262409e-07,3.51743830691956e-05,0.0259737984924172,0.537878935501547,0.0319291055995587,1.24342227454699e-06,0.0608429702588842,0.0406363814787254,2.61509852780058e-06,0.0150682714312913,1.95624093790407e-06,0.301850326309589
8.72935035087586e-07,4.69426344186529e-05,0.0191064622113555,0.0602911185643639,0.0492910709584051,3.76329425351148e-06,0.0354547212468232,0.00583427035020924,4.67966480612935e-06,0.00416256471334583,1.74192074018541e-06,0.858775394222988
2.76298633006147e-06,1.11707100242061e-05,0.0265473583482082,0.196959077183197,0.0319300463792807,3.00945458438525e-06,0.12874170540078,0.0261957975667011,3.12643659455715e-06,0.0499899959318998,3.01631055358952e-07,7.75844491021403
1.7275152057236e-06,9.78589494524344e-05,0.0225465865955655,0.067596901932236,0.0513249935675714,1.71799819024488e-06,0.102940481321657,0.0558409921924483,1.67880216750043e-06,0.0170423249082696,2.65277878226475e-06,15.9703157960739
1.63207913262436e-06,1.86197948386186e-05,0.0468425387589225,0.778117838292588,0.0145841011422334,1.1547803005802e-06,0.0891788300993099,0.0064081717821004,3.07128485307474e-06,0.0377752169142984,1.465484325034e-06,1.90944635185527
1.44720211654946e-06,5.37904298376114e-05,0.0685586819152664,0.478109718957262,0.0110295955575591,3.5590207861658e-06,0.146633295716974,0.0295419351332484,3.04051571608574e-06,0.0168271332496568,2.64997443593077e-06,1.70050648652533
1.26415702598587e-06,7.15727815599188e-05,0.0191730447957705,0.36989746950772,0.0220693324854905,3.73895551728067e-06,0.141513488456657,0.0106091090064401,4.33325358000431e-06,0.0116304582009059,2.07407381905459e-07,5.33075917298611
