iter;y;seed;kernel
16;3.06269794554173;2;se
17;3.00443752566021;2;se
18;3.02212471359125;2;se
19;21.4676906389294;2;se
20;5.47312902830035;2;se
21;1.12517159899782;2;se
22;6.81283426967966;2;se
23;9.22354002312793;2;se
24;25.5536312907096;2;se
25;8.96400713174862;2;se
26;3.0104646704878;2;se
27;4.17199698002449;2;se
28;21.6122616631234;2;se
29;2.99913658772918;2;se
30;3.00208214807401;2;se
31;4.80890458864518;2;se
32;2.99994374807401;2;se
33;21.5266113889294;2;se
34;0.891430277545633;2;se
35;3.57470802312793;2;se
36;27.9692456907096;2;se
37;24.7544116931779;2;se
38;6.13827073864518;2;se
39;3.77308513702271;2;se
40;27.0853197993303;2;se
41;26.8928436889855;2;se
42;2.917977801319;2;se
43;24.9258471372614;2;se
44;4.88561202312793;2;se
45;21.5033131820329;2;se
46;4.06191700243828;2;se
47;21.4961255492743;2;se
48;7.18407942830035;2;se
49;19.9263740611415;2;se
50;24.6010989431779;2;se
51;26.1621060062269;2;se
52;5.84614705193632;2;se
53;3.04184177393608;2;se
54;3.06055786359125;2;se
55;24.1359535096752;2;se
56;1.20239023348058;2;se
57;6.21192624047099;2;se
58;3.00302042910849;2;se
59;21.4761433613432;2;se
60;5.95879051967966;2;se
61;3.00515952738435;2;se
62;7.20380575243828;2;se
63;21.9441118517985;2;se
64;2.01553210081582;2;se
65;3.0108370842809;2;se
66;21.5072942234122;2;se
67;3.6323510214038;2;se
68;3.07017614807401;2;se
69;0.855298489039015;2;se
70;3.0483353204878;2;se
71;26.4524896880054;2;se
72;22.069173756971;2;se
73;5.19429004750864;2;se
74;2.96696277312793;2;se
75;21.4625304734122;2;se
76;5.46104326967966;2;se
77;24.5107830586951;2;se
78;25.3466444493303;2;se
79;3.01757386359125;2;se
80;20.0598080804237;2;se
81;3.00715814807401;2;se
82;1.17126402028197;2;se
83;26.1621060062269;2;se
84;1.20883298407507;2;se
85;3.00469132566021;2;se
86;27.3899732131234;2;se
87;3.00541649290159;2;se
88;21.4648458165156;2;se
89;9.50969647281087;2;se
90;6.22170508428305;2;se
91;28.0279100958821;2;se
92;3.25989882312793;2;se
93;5.06600502830035;2;se
94;21.4983526303087;2;se
95;26.0556047389855;2;se
96;21.4810065268605;2;se
97;22.817658306971;2;se
98;9.11396618692104;2;se
99;25.8032764104192;2;se
100;21.5111934113432;2;se
1;21.5378356355372;3;se
2;3.01069719634987;3;se
3;3.02724917393608;3;se
4;19.4032172132791;3;se
5;3.20613158174862;3;se
6;3.03874032738435;3;se
7;21.4942923268605;3;se
8;21.8566962476062;3;se
9;7.23608701450724;3;se
10;21.5314739492743;3;se
11;8.07314243517707;3;se
12;21.4644059492743;3;se
13;9.04805794554172;3;se
14;5.30803153864518;3;se
15;7.71454224391831;3;se
16;23.709276932089;3;se
17;5.57616327830035;3;se
18;21.4872028872053;3;se
19;21.6622135096752;3;se
20;25.902651756971;3;se
21;21.4793857820329;3;se
22;0.72282753625776;3;se
23;21.4666013285846;3;se
24;21.466105645826;3;se
25;22.2414160355372;3;se
26;21.4864934234122;3;se
27;3.02089877393608;3;se
28;1.08660492313576;3;se
29;21.5035664234122;3;se
30;25.7636792493303;3;se
31;27.1285346958821;3;se
32;1.16399661075219;3;se
33;23.047081682089;3;se
34;22.8877471414537;3;se
35;8.7539702214038;3;se
36;25.6030848631234;3;se
37;21.4955309285846;3;se
38;21.4723487906536;3;se
39;4.50335123692104;3;se
40;25.6170452131234;3;se
41;8.07676362312793;3;se
42;21.2094741216977;3;se
43;23.5077410655917;3;se
44;0.880597405894376;3;se
45;6.23929375243828;3;se
46;1.15861001279093;3;se
47;3.01452312738435;3;se
48;21.4852510665156;3;se
49;7.63665104420636;3;se
50;5.71354114036931;3;se
51;27.2045478889855;3;se
52;21.9398837596752;3;se
53;5.03056197413264;3;se
54;3.02016058772918;3;se
55;1.2277510745453;3;se
56;3.59904898864518;3;se
57;21.4644059492743;3;se
58;3.63213100243828;3;se
59;15.428976043606;3;se
60;7.30468651967966;3;se
61;3.03999722393608;3;se
62;0.801855746942753;3;se
63;3.32121340243828;3;se
64;6.04634202312793;3;se
65;11.7531952920385;3;se
66;1.65654185361263;3;se
67;21.5155451906536;3;se
68;2.07338303237769;3;se
69;9.50744661529555;3;se
70;5.63735719554173;3;se
71;21.4820874113432;3;se
72;21.4676483544467;3;se
73;4.69999377312793;3;se
74;25.8535799389855;3;se
75;3.00494624290159;3;se
76;3.02651671359125;3;se
77;0.802698355894376;3;se
78;6.0117545560028;3;se
79;6.8650650714038;3;se
80;6.42047026967966;3;se
81;21.523829395826;3;se
82;25.2957049458821;3;se
83;2.77620610165018;3;se
84;21.5185404372053;3;se
85;8.6120982040628;3;se
86;3.11086056104802;3;se
87;21.479335645826;3;se
88;21.479335645826;3;se
89;3.05711080152228;3;se
90;24.2221898655917;3;se
91;3.01590912738435;3;se
92;22.711900532089;3;se
93;0.799279248419702;3;se
94;3.00112057566021;3;se
95;0.492481597659705;3;se
96;2.96369665761069;3;se
97;6.01807465996699;3;se
98;25.1962692062269;3;se
99;1.91865352602633;3;se
100;1.5332598400501;3;se
1;26.2720542121434;4;se
2;3.00364119634987;4;se
3;4.54555333864518;4;se
4;22.6291654562269;4;se
5;9.68013236894754;4;se
6;9.29922567830035;4;se
7;21.4826069285846;4;se
8;22.9948345096752;4;se
9;5.53764985761069;4;se
10;21.4699761268605;4;se
11;0.64404426106679;4;se
12;6.40610484290374;4;se
13;23.9751791389855;4;se
14;21.4400125414537;4;se
15;3.01447407738435;4;se
16;21.4862219492743;4;se
17;23.5826784631234;4;se
18;23.8755312476062;4;se
19;21.4713084372053;4;se
20;21.5213782303087;4;se
21;3.0132096704878;4;se
22;1.86638586314308;4;se
23;3.00143911359125;4;se
24;3.01130539462573;4;se
25;25.6062308604192;4;se
26;21.4832869406536;4;se
27;21.4848227906536;4;se
28;24.7382310121434;4;se
29;3.04593883772918;4;se
30;23.5389247621434;4;se
31;8.05969403692104;4;se
32;7.29937055952903;4;se
33;1.91167627797162;4;se
34;21.4735910234122;4;se
35;3.04338803600504;4;se
36;22.1212793345572;4;se
37;6.00207404980029;4;se
38;1.17062594382541;4;se
39;22.6760983776606;4;se
40;21.4729440785846;4;se
41;21.5098595492743;4;se
42;21.4852510665156;4;se
43;3.06282209290159;4;se
44;22.7341673855372;4;se
45;3.02347587738435;4;se
46;3.06429871359125;4;se
47;27.704968682089;4;se
48;4.02466977312793;4;se
49;26.6995733596752;4;se
50;3.00885871359125;4;se
51;15.8034566791907;4;se
52;8.67074337312793;4;se
53;21.4931254303087;4;se
54;6.87403679736754;4;se
55;3.0158093204878;4;se
56;23.6417384493303;4;se
57;22.7027935414537;4;se
58;21.4723487906536;4;se
59;21.4691467768605;4;se
60;8.07163981450724;4;se
61;6.01643060152443;4;se
62;3.03383687910849;4;se
63;21.5037566803087;4;se
64;14.3652390581003;4;se
65;3.29344140001608;4;se
66;9.02513434036931;4;se
67;3.0118241204878;4;se
68;3.00100163600504;4;se
69;5.6305037809627;4;se
70;21.4667259475501;4;se
71;6.6650022714038;4;se
72;18.7279676133695;4;se
73;9.19966606450724;4;se
74;22.0211025845572;4;se
75;1.00269942667789;4;se
76;9.48296247426208;4;se
77;4.2965416654186;4;se
78;24.81059787002;4;se
79;25.8972644493303;4;se
80;21.4831295492743;4;se
81;3.01839317393608;4;se
82;21.471084445826;4;se
83;24.8710479372614;4;se
84;3.06157672566021;4;se
85;7.54439065761069;4;se
86;3.0323452842809;4;se
87;10.2566342164847;4;se
88;21.8574837483503;4;se
89;27.766260807951;4;se
90;21.4651680785846;4;se
91;3.65718953174862;4;se
92;21.5101253285846;4;se
93;27.7530122655917;4;se
94;26.3327730380054;4;se
95;3.01531214807401;4;se
96;3.00228472566021;4;se
97;24.9116348958821;4;se
98;21.4783889544467;4;se
99;3.06444705841884;4;se
100;25.780533207951;4;se
1;23.5033041276606;5;se
2;2.99906042910849;5;se
3;21.4649664320329;5;se
4;21.541512595826;5;se
5;21.4639698372053;5;se
6;6.3020512263672;5;se
7;3.01641002393608;5;se
8;2.70667171065579;5;se
9;21.5167920320329;5;se
10;25.8620873596752;5;se
11;3.02810083772918;5;se
12;3.01187146359125;5;se
13;21.4619590509984;5;se
14;6.02513325081486;5;se
15;9.52167361968227;5;se
16;21.8475106931779;5;se
17;3.01491664462573;5;se
18;21.4714432044467;5;se
19;21.4696255613432;5;se
20;7.3257390714038;5;se
21;16.6556411862247;5;se
22;7.99277720934837;5;se
23;21.5038836734122;5;se
24;21.4629153009984;5;se
25;21.8379468889855;5;se
26;23.416182482089;5;se
27;3.03650919634987;5;se
28;21.4944684320329;5;se
29;23.6750037993303;5;se
30;10.3162268083446;5;se
31;26.792572532089;5;se
32;18.0817404008731;5;se
33;3.69360815058887;5;se
34;21.4669760234122;5;se
35;1.00367865934265;5;se
36;23.0948290724882;5;se
37;3.02223209290159;5;se
38;6.26500205152443;5;se
39;3.03228602393608;5;se
40;17.5991682299735;5;se
41;3.00904032738435;5;se
42;3.00184007910849;5;se
43;3.0158093204878;5;se
44;12.3558915406227;5;se
45;7.37381860761069;5;se
46;21.4086770717146;5;se
47;21.4984742234122;5;se
48;21.5233942303087;5;se
49;3.00981772566021;5;se
50;21.4836025613432;5;se
51;7.63985123692104;5;se
52;5.55195791795552;5;se
53;6.34490924980029;5;se
54;1.4852906456434;5;se
55;22.592174556971;5;se
56;21.5110594665156;5;se
57;21.4819321613432;5;se
58;25.9465703914537;5;se
59;21.5292882992743;5;se
60;23.5445163224882;5;se
61;21.4728981009984;5;se
62;22.2659511993303;5;se
63;3.02282489807401;5;se
64;25.4876284407096;5;se
65;5.31037458002449;5;se
66;21.4712635768605;5;se
67;25.8600054121434;5;se
68;26.5142977621434;5;se
69;27.6001292493303;5;se
70;26.5484322476062;5;se
71;21.4834972303087;5;se
72;21.813272007951;5;se
73;8.47825486450725;5;se
74;13.5217698856563;5;se
75;3.80621112268095;5;se
76;27.1261296476062;5;se
77;9.18084985761069;5;se
78;2.99986628600504;5;se
79;21.4742440509984;5;se
80;3.00769032738435;5;se
81;0.489227632142463;5;se
82;22.5270604407096;5;se
83;26.6989946131234;5;se
84;21.488526445826;5;se
85;23.1468938397296;5;se
86;7.14269680761069;5;se
87;25.256473682089;5;se
88;3.01442505841884;5;se
89;21.1051182906802;5;se
90;21.4904886785846;5;se
91;3.01210864462573;5;se
92;27.0727914121434;5;se
93;21.4720304234122;5;se
94;21.4635766303087;5;se
95;3.00151905841884;5;se
96;3.00706988600504;5;se
97;21.6600225845572;5;se
98;6.65448382322865;5;se
99;3.03687825841883;5;se
100;4.16521855427302;5;se
1;24.5944522575709;6;se
2;21.4666428372053;6;se
3;21.499758445826;6;se
4;3.05569562910849;6;se
5;0.567667405894376;6;se
6;2.03584090283212;6;se
7;5.31545500243828;6;se
8;10.9785074547893;6;se
9;3.72866847830035;6;se
10;21.8227943345572;6;se
11;21.6275712732121;6;se
12;23.4925543251924;6;se
13;5.12871653174862;6;se
14;14.7385277904591;6;se
15;21.4899241613432;6;se
16;1.17998025029489;6;se
17;22.3768345983503;6;se
18;3.00751243772918;6;se
19;26.4377552907096;6;se
20;26.9715054121434;6;se
21;7.13444411795552;6;se
22;22.32930507002;6;se
23;8.95354114036931;6;se
24;23.0306690958821;6;se
25;26.92646907002;6;se
26;21.4871481268605;6;se
27;21.4638121820329;6;se
28;21.4650066992743;6;se
29;25.0395873372614;6;se
30;26.00792907002;6;se
31;21.7747413483503;6;se
32;26.0036068355372;6;se
33;3.01968925152228;6;se
34;6.07892809036931;6;se
35;14.0752620465044;6;se
36;20.9831101474714;6;se
37;21.5247030785846;6;se
38;21.4777968165156;6;se
39;21.4740568509984;6;se
40;3.02584525152228;6;se
41;8.9314074714038;6;se
42;3.00863239462573;6;se
43;6.75749854554173;6;se
44;25.3747941845572;6;se
45;3.00204172566021;6;se
46;1.18955748235093;6;se
47;3.01823894807401;6;se
48;8.03754533174862;6;se
49;27.2694856355372;6;se
50;3.04031338772918;6;se
51;26.5290954380054;6;se
52;21.4616195492743;6;se
53;23.6204961845572;6;se
54;25.3456881845572;6;se
55;3.71383210081582;6;se
56;4.11872321685598;6;se
57;21.4965436303087;6;se
58;21.5182593889294;6;se
59;21.4772091475501;6;se
60;25.2021704751924;6;se
61;23.5823479621434;6;se
62;3.48298214216377;6;se
63;4.16661285440155;6;se
64;0.51834416304086;6;se
65;23.0042453596752;6;se
66;3.38011725774383;6;se
67;0.601392314515066;6;se
68;3.00204172566021;6;se
69;25.4489847993303;6;se
70;1.18011645934265;6;se
71;22.7330210655917;6;se
72;4.88525678692104;6;se
73;4.14370352322961;6;se
74;27.341511207951;6;se
75;3.01932439462573;6;se
76;0.504118603654185;6;se
77;22.2110598586951;6;se
78;5.79246158174862;6;se
79;21.3966273431779;6;se
80;22.1599954407096;6;se
81;13.989399388053;6;se
82;3.0236393204878;6;se
83;3.64627478174862;6;se
84;21.5058679406536;6;se
85;26.8247244889855;6;se
86;23.0150316586951;6;se
87;21.4959468372053;6;se
88;21.4960063768605;6;se
89;3.18554533864518;6;se
90;1.42073000628039;6;se
91;26.8171164631234;6;se
92;21.4721666803087;6;se
93;3.02578949807401;6;se
94;21.4785873268605;6;se
95;3.01531214807401;6;se
96;24.4507813458821;6;se
97;26.0112177017985;6;se
98;3.0026513204878;6;se
99;8.64373196795552;6;se
100;23.5482479086951;6;se
1;21.464485645826;7;se
2;8.45302365078649;7;se
3;3.61528273864518;7;se
4;27.1604484631234;7;se
5;3.140101062482;7;se
6;3.4361798214038;7;se
7;21.4672691906536;7;se
8;26.7407893414537;7;se
9;1.07613736451507;7;se
10;2.07980446807138;7;se
11;3.07295249290159;7;se
12;0.224969243730142;7;se
13;5.18430762312793;7;se
14;21.8042809000744;7;se
15;22.4901307251924;7;se
16;21.4872028872053;7;se
17;3.03842804290159;7;se
18;7.16428661116064;7;se
19;0.864088366940827;7;se
20;0.713200302703281;7;se
21;3.00849697566021;7;se
22;2.99994374807401;7;se
23;21.4796369285846;7;se
24;1.287754087485;7;se
25;0.743903192487291;7;se
26;21.4709058113432;7;se
27;21.8750601276606;7;se
28;12.2432931613123;7;se
29;7.10921967830035;7;se
30;21.4969231096752;7;se
31;21.5473489458821;7;se
32;21.4747142234122;7;se
33;8.51673071795552;7;se
34;3.0065429204878;7;se
35;9.09839036795552;7;se
36;3.04988746359125;7;se
37;21.476480845826;7;se
38;21.4665598509984;7;se
39;7.0258460214038;7;se
40;24.0580799389855;7;se
41;5.76050964209345;7;se
42;21.4840780872053;7;se
43;4.01981926967966;7;se
44;21.4858972044467;7;se
45;23.9322289983503;7;se
46;26.5034973431779;7;se
47;0.835751383480583;7;se
48;1.13516303214246;7;se
49;23.8671464907096;7;se
50;7.00601996795552;7;se
51;3.30676388746169;7;se
52;26.1226906931779;7;se
53;3.00899487738435;7;se
54;3.02861518772918;7;se
55;3.03565239634987;7;se
56;18.5699553945373;7;se
57;21.4890832044467;7;se
58;3.00520227738435;7;se
59;3.00755686359125;7;se
60;1.49817776810917;7;se
61;21.4738701475501;7;se
62;0.645638564515066;7;se
63;1.42153467647978;7;se
64;3.71640386758277;7;se
65;3.0358354842809;7;se
66;3.68400700243828;7;se
67;21.5002512734122;7;se
68;21.4630313544467;7;se
69;27.6521268889855;7;se
70;2.99955767910849;7;se
71;9.48675714917545;7;se
72;5.56179113174862;7;se
73;2.99856842393608;7;se
74;3.01562502830035;7;se
75;1.79799287524591;7;se
76;1.36324653090982;7;se
77;21.4657776734122;7;se
78;25.6284370407096;7;se
79;3.00676194634987;7;se
80;3.89937818997502;7;se
81;3.49603715273605;7;se
82;8.05773396805624;7;se
83;2.37726943897596;7;se
84;3.01432711359125;7;se
85;9.1827302214038;7;se
86;3.01844464462573;7;se
87;3.00541649290159;7;se
88;5.23864465761069;7;se
89;5.79716254554173;7;se
90;24.8974505855372;7;se
91;26.9164755483503;7;se
92;0.210966754667593;7;se
93;3.01823894807401;7;se
94;6.01180273945547;7;se
95;27.7188443855372;7;se
96;21.4621107475501;7;se
97;5.49657402830035;7;se
98;3.0035164842809;7;se
99;7.00043653864518;7;se
100;3.01772687910849;7;se
1;21.5163059544467;8;se
2;3.07886572566021;8;se
3;26.5153896476062;8;se
4;27.803049207951;8;se
5;3.94748603692104;8;se
6;25.919184957951;8;se
7;0.537600578308169;8;se
8;3.0014790704878;8;se
9;3.5397788214038;8;se
10;27.6182727993303;8;se
11;21.4653705009984;8;se
12;3.0139852842809;8;se
13;23.9108162131234;8;se
14;21.4649664320329;8;se
15;21.9589134062269;8;se
16;6.4700550714038;8;se
17;0.789830280032307;8;se
18;2.80412697381212;8;se
19;16.806023021449;8;se
20;3.0104646704878;8;se
21;21.4843965009984;8;se
22;21.479335645826;8;se
23;5.79203367911064;8;se
24;21.4833920234122;8;se
25;0.776255442883882;8;se
26;21.4800403768605;8;se
27;3.02936257566021;8;se
28;27.149043306971;8;se
29;3.00372449290159;8;se
30;1.06931650824146;8;se
31;1.66079305769257;8;se
32;3.00876809290159;8;se
33;3.0559776704878;8;se
34;21.4854652407096;8;se
35;2.5090086461725;8;se
36;0.937474517774319;8;se
37;21.4809553975501;8;se
38;4.67771058002449;8;se
39;23.776992932089;8;se
40;22.299986282089;8;se
41;6.06194484209345;8;se
42;21.4664769889294;8;se
43;15.5811213491099;8;se
44;3.00204172566021;8;se
45;26.6246421845572;8;se
46;1.14177869382541;8;se
47;0.47123213221488;8;se
48;27.6207774062269;8;se
49;3.0132096704878;8;se
50;0.64307005306905;8;se
51;21.4951165406536;8;se
52;3.05661407910849;8;se
53;3.01027920841883;8;se
54;3.06370657566021;8;se
55;25.8244419276606;8;se
56;4.89023291795552;8;se
57;8.58333518692104;8;se
58;5.69895742322865;8;se
59;10.6899903581962;8;se
60;3.02191032738435;8;se
61;21.4795866372053;8;se
62;21.4905453009984;8;se
63;21.4799898372053;8;se
64;0.522311130032307;8;se
65;5.9023988387459;8;se
66;26.0599964604192;8;se
67;25.5423384631234;8;se
68;0.904529178104397;8;se
69;5.75159438174862;8;se
70;27.0961084407096;8;se
71;21.4687578372053;8;se
72;5.06563436795552;8;se
73;0.921745749627179;8;se
74;6.23664714107382;8;se
75;21.4948214803087;8;se
76;8.39465603692104;8;se
77;3.00216308600504;8;se
78;24.8762721431779;8;se
79;2.76478037840202;8;se
80;21.8858517017985;8;se
81;25.9497464907097;8;se
82;21.4815195268605;8;se
83;3.01422929290159;8;se
84;3.00256963772918;8;se
85;23.8695407389855;8;se
86;3.05077202393608;8;se
87;3.12885767208056;8;se
88;6.27330798002449;8;se
89;26.4417535414537;8;se
90;3.45672658864518;8;se
91;24.8471329983503;8;se
92;4.31144305761069;8;se
93;6.64380819001568;8;se
94;21.7082984604192;8;se
95;1.73365946858629;8;se
96;8.23049119554173;8;se
97;6.86606326450725;8;se
98;3.01737027738435;8;se
99;2.88206723813529;8;se
100;8.83474089209345;8;se
1;3.02277085152228;9;se
2;27.4633385596752;9;se
3;9.16206158174863;9;se
4;0.600275300333609;9;se
5;2.99998252566021;9;se
6;2.99887057566021;9;se
7;3.32784429880747;9;se
8;17.9625911657123;9;se
9;7.56210907322866;9;se
10;3.01413159634987;9;se
11;9.60255298864518;9;se
12;21.4633811906536;9;se
13;21.462224845826;9;se
14;21.4810576872053;9;se
15;27.1821754562269;9;se
16;8.27159101450724;9;se
17;3.03081460152228;9;se
18;1.57901788114425;9;se
19;27.6113876907096;9;se
20;7.59579826967966;9;se
21;12.0731092957107;9;se
22;24.6446316631234;9;se
23;21.4715332044467;9;se
24;8.84876442830035;9;se
25;22.9618723582051;9;se
26;21.4776004303087;9;se
27;9.37854011795552;9;se
28;8.90012029036931;9;se
29;21.5106583768605;9;se
30;21.4869840320329;9;se
31;3.00068582910849;9;se
32;3.02662905841883;9;se
33;21.0396394048477;9;se
34;4.41055004266389;9;se
35;3.03874032738435;9;se
36;9.36009596795552;9;se
37;21.4924312509984;9;se
38;3.03425800152228;9;se
39;23.96256882002;9;se
40;3.01839317393608;9;se
41;3.01590912738435;9;se
42;21.4906586389294;9;se
43;3.0043953342809;9;se
44;3.02490166359125;9;se
45;2.70307859134571;9;se
46;21.1169786763112;9;se
47;20.4173433577765;9;se
48;21.4776985613432;9;se
49;12.818062146254;9;se
50;21.4869840320329;9;se
51;1.87856669506891;9;se
52;26.5667073372614;9;se
53;3.04626927738435;9;se
54;21.4690168509984;9;se
55;3.00072519634987;9;se
56;4.61002023002449;9;se
57;3.02798687910849;9;se
58;5.6075022714038;9;se
59;6.44356726450724;9;se
60;26.7036254545028;9;se
61;3.01896105841884;9;se
62;5.93242273945547;9;se
63;3.0240765342809;9;se
64;23.1767850121434;9;se
65;27.0626224517985;9;se
66;3.0091313204878;9;se
67;0.799508047659705;9;se
68;21.4954123768605;9;se
69;21.4753776785846;9;se
70;21.4896430665156;9;se
71;5.70259478174862;9;se
72;3.02201745841883;9;se
73;20.4091164631342;9;se
74;26.0193300380054;9;se
75;21.4807002165156;9;se
76;21.4679874992743;9;se
77;1.52987579938384;9;se
78;21.497988595826;9;se
79;1.30016114938384;9;se
80;5.18354678174862;9;se
81;25.9680241872614;9;se
82;5.98497932566236;9;se
83;0.919638710210011;9;se
84;27.2081798545028;9;se
85;21.4645654665156;9;se
86;3.0065429204878;9;se
87;21.4904320872053;9;se
88;7.95448602312793;9;se
89;15.6251357861258;9;se
90;25.8291653596752;9;se
91;21.4840251268605;9;se
92;26.0648425096752;9;se
93;12.7671793515704;9;se
94;3.20022882312793;9;se
95;21.4951165406536;9;se
96;25.6455529458821;9;se
97;21.8740726562269;9;se
98;1.08454111451507;9;se
99;21.4935324320329;9;se
100;21.4878624320329;9;se
1;1.34544790573179;10;se
2;0.638629736928859;10;se
3;21.4690601285846;10;se
4;4.0792950152579;10;se
5;5.64284006460797;10;se
6;21.4898116303087;10;se
7;26.3876334062269;10;se
8;3.01234660152228;10;se
9;25.232731557951;10;se
10;21.5347627820329;10;se
11;1.1542681720061;10;se
12;21.6212617039182;10;se
13;6.32929196795552;10;se
14;26.5472911096752;10;se
15;25.9600017276606;10;se
16;0.729388219687479;10;se
17;3.00048945841883;10;se
18;3.02545562910849;10;se
19;23.0938287224882;10;se
20;3.01168227738435;10;se
21;3.0098637342809;10;se
22;3.01306512738435;10;se
23;3.01731945841883;10;se
24;8.31634089209345;10;se
25;21.4764325406536;10;se
26;7.26744053174862;10;se
27;7.45363153864518;10;se
28;21.4619212044467;10;se
29;4.94176902830035;10;se
30;0.528612640763153;10;se
31;26.315421207951;10;se
32;3.87872740243828;10;se
33;21.4663942509984;10;se
34;3.43389766967966;10;se
35;21.4938240785846;10;se
36;21.5631937701495;10;se
37;21.4665184044467;10;se
38;21.4629926389294;10;se
39;21.466105645826;10;se
40;8.13227632840107;10;se
41;21.4917415406536;10;se
42;25.1805999897296;10;se
43;27.2932428889855;10;se
44;3.93267537312793;10;se
45;7.04520911795552;10;se
46;6.30697464533271;10;se
47;3.00397512738435;10;se
48;21.4958278509984;10;se
49;26.89225467002;10;se
50;24.7023079776606;10;se
51;24.8753303086951;10;se
52;24.8583528631234;10;se
53;3.30598540243828;10;se
54;7.7159228214038;10;se
55;10.2099574542627;10;se
56;1.10357166276484;10;se
57;5.71522705761069;10;se
58;3.03252325152228;10;se
59;5.95264606450724;10;se
60;25.1526409458821;10;se
61;22.7410308631234;10;se
62;5.08158782991972;10;se
63;5.95527865761069;10;se
64;3.04826820841883;10;se
65;22.2762927897296;10;se
66;3.01403402393608;10;se
67;4.12360719783799;10;se
68;7.67425542830035;10;se
69;21.4625304734122;10;se
70;21.4934159906536;10;se
71;23.7407286586951;10;se
72;3.02201745841883;10;se
73;24.0481640493303;10;se
74;0.54499521106679;10;se
75;2.71072658804867;10;se
76;21.470594395826;10;se
77;21.4919135492743;10;se
78;3.02169643772918;10;se
79;1.04441483175645;10;se
80;1.68511388214246;10;se
81;8.01204778864518;10;se
82;5.37249542405259;10;se
83;21.4640884044467;10;se
84;21.4867656734122;10;se
85;22.7980981414537;10;se
86;2.99834311359125;10;se
87;0.645369537551808;10;se
88;3.0104646704878;10;se
89;27.9249351993303;10;se
90;8.1051411972892;10;se
91;3.01144649290159;10;se
92;21.5068387768605;10;se
93;14.7793590639326;10;se
94;7.96301500426314;10;se
95;21.4685857820329;10;se
96;22.7060378397296;10;se
97;8.19645684209345;10;se
98;26.7815329621434;10;se
99;25.0222700958821;10;se
100;21.4755206389294;10;se
1;1.06473841092731;11;se
2;25.0903256907096;11;se
