kernel,iter,error
se2,90,31.5784122730371
se2,91,17.2817524685665
se2,92,37.1756744888353
se2,93,34.1942168287069
se2,94,15.0257297280626
se2,95,40.71214215876
se2,96,90.444871638886
se2,97,33.390316915548
se2,98,15.9811911927244
se2,99,76.4785781376468
se2,100,31.3172743107614
oak,1,40.2530715929358
oak,2,66.0706760348315
oak,3,11.9262196966269
oak,4,102.67595632663
oak,5,65.8544250304947
oak,6,57.2701615601145
oak,7,61.1829994145833
oak,8,61.8726609752663
oak,9,64.3853270996729
oak,10,64.2664273326851
oak,11,62.7809454811834
oak,12,66.6968432516591
oak,13,66.4904703984282
oak,14,68.460330557912
oak,15,64.751383545966
oak,16,57.9155219354522
oak,17,57.3779292391696
oak,18,60.9721572449248
oak,19,58.808889185912
oak,20,67.1796933395662
oak,21,65.1673640848793
oak,22,57.4851161013942
oak,23,67.1687399807524
oak,24,65.7661645487183
oak,25,58.2049434375631
oak,26,64.6268329114862
oak,27,58.0783833614907
oak,28,65.9746573052644
oak,29,59.889397352811
oak,30,57.2961313314216
oak,31,59.9348338393388
oak,32,25.8572352828368
oak,33,29.5969556918732
oak,34,57.3322864415724
oak,35,32.3436220580622
oak,36,30.3602948872439
oak,37,36.2382136926863
oak,38,33.9043638924491
oak,39,25.8484983292801
oak,40,28.9120105216129
oak,41,37.7976575069353
oak,42,25.9740579729575
oak,43,26.0033262132042
oak,44,18.8038029403063
oak,45,26.3236738757217
oak,46,27.2262911678242
oak,47,36.3905083247734
oak,48,26.2483152396008
oak,49,26.0885123193491
oak,50,31.2633066600191
oak,51,33.2043505380737
oak,52,34.1564404596737
oak,53,32.0851718949449
oak,54,32.0827979213353
oak,55,25.9557143505575
oak,56,26.3124229845146
oak,57,28.8573044067164
oak,58,34.8052203647734
oak,59,33.8608071230668
oak,60,19.5143888712772
oak,61,32.5197670980801
oak,62,27.9850029487439
oak,63,35.0297285576599
oak,64,35.6884557232395
oak,65,26.4527408350403
oak,66,36.4744392297863
oak,67,19.520683559207
oak,68,32.1519594122008
oak,69,30.1237917355357
oak,70,19.5226989579979
oak,71,26.3225529011594
oak,72,32.3591348681702
oak,73,18.80556731386
oak,74,18.9064942552393
oak,75,19.524092912407
oak,76,19.520311837391
oak,77,19.5107467175014
oak,78,32.1189016854495
oak,79,18.7896096128117
oak,80,25.8781344070732
oak,81,19.4778930844772
oak,82,25.9814584830575
oak,83,19.4994081530841
oak,84,19.524490753391
oak,85,19.510182034191
oak,86,18.9045507408387
oak,87,18.7310068099063
oak,88,19.5240922463117
oak,89,19.4787719773083
oak,90,18.7437830449497
oak,91,19.4491924161876
oak,92,19.0642389286374
oak,93,19.0388972536393
oak,94,19.2234892364656
oak,95,18.8969262265887
oak,96,19.4574883048393
oak,97,19.5182459697772
oak,98,19.43667553096
oak,99,18.7790128601221
oak,100,18.9593206728712
